
--------------- Linear optimization problem characteristics ---------------
Seed:                    98
Number of variables:     4
Number of constraints:   2

Norm of primal sol:      1.16e+00
Norm of dual sol:        1.00e+01
Norm of dual slacks:     5.00e+00

Norm of vector b:        2.00e+00
Norm of vector c:        6.96e+00

Norm of matrix A:        2.00e+00
Condition number:        2.00e+00

----------------------- Linear optimization problem -----------------------
Coeff matrix A:          [[+0.701 -0.663 +1.074 +1.359]
                          [+0.692 +0.458 +0.167 -0.592]]

RHS vector b:            [+1.917 -0.570]
Obj vector c:            [-3.006 -1.484 -1.729 +5.845]

---------------------------- Optimal solution -----------------------------
Primal variables:         [+0.000 +0.000 +0.417 +1.081]
Dual slacks:              [+3.953 +3.062 +0.000 +0.000]
Dual variables:           [-0.056 -10.000]

Optimal objective:       +5.59565229e+00
===========================================================================

Method:                  II-QIPM
LO_Precision:            1.00e-01
Stop_Precision:          1.00e-03
LO_Verbosity:            2
Omega:                   1.00e+01

The Quantum Inexact Infeasible Interior-Point Method starts running ...


                  Objective                Residual                                Linear system           Step-length
Iter      Primal           Dual         Primal    Dual     Compl    ||Resl||  Cond-Num  ||M||   ||RHS||    a-star   a-hat      Time
  17  -5.55556010e+01  1.46892833e-01  2.70e+01 4.95e+00  8.30e+01 *3.64e-01  4.04e+00 3.55e+01 1.11e+02  6.24e-01 8.22e-02      2s
  18  -5.74051280e+01  1.46892833e-01  2.75e+01 4.91e+00  8.24e+01  8.85e+01  3.67e+00 3.20e+01 8.85e+01  2.31e-01 8.04e-03      2s
  19  -5.92183853e+01  1.46892833e-01  2.80e+01 4.87e+00  8.18e+01  9.26e+01  3.73e+00 3.36e+01 9.26e+01  2.25e-01 7.52e-03      2s
  20  -6.10044378e+01  1.46892833e-01  2.85e+01 4.84e+00  8.13e+01  9.68e+01  3.79e+00 3.51e+01 9.68e+01  2.19e-01 7.08e-03      2s
  21  -6.27632616e+01  1.46892833e-01  2.89e+01 4.80e+00  8.08e+01  1.01e+02  3.86e+00 3.67e+01 1.01e+02  2.13e-01 6.67e-03      2s
  22  -6.44982784e+01  1.46892833e-01  2.94e+01 4.77e+00  8.03e+01  1.05e+02  3.92e+00 3.84e+01 1.05e+02  2.08e-01 6.30e-03      2s
  23  -6.62110977e+01  1.46892833e-01  2.99e+01 4.75e+00  7.99e+01  1.10e+02  3.99e+00 4.00e+01 1.10e+02  2.03e-01 5.96e-03      3s
  24  -6.10352832e+01  2.09731612e-01  2.76e+01 4.38e+00  7.42e+01 *5.61e-01  4.06e+00 4.17e+01 1.14e+02  6.10e-01 7.79e-02      3s
  25  -6.29284504e+01  2.09731612e-01  2.81e+01 4.34e+00  7.37e+01  9.25e+01  3.72e+00 3.80e+01 9.25e+01  2.29e-01 7.93e-03      3s
  26  -6.47867267e+01  2.09731612e-01  2.86e+01 4.31e+00  7.32e+01  9.68e+01  3.78e+00 3.99e+01 9.68e+01  2.23e-01 7.43e-03      3s
  27  -6.66156154e+01  2.09731612e-01  2.91e+01 4.28e+00  7.27e+01  1.01e+02  3.83e+00 4.17e+01 1.01e+02  2.17e-01 6.98e-03      3s
  28  -6.84204446e+01  2.09731612e-01  2.96e+01 4.25e+00  7.23e+01  1.06e+02  3.89e+00 4.36e+01 1.06e+02  2.12e-01 6.59e-03      3s
  29  -7.01975003e+01  2.09731612e-01  3.01e+01 4.22e+00  7.19e+01  1.10e+02  3.95e+00 4.55e+01 1.10e+02  2.06e-01 6.21e-03      3s
  30  -6.52992659e+01  2.67130025e-01  2.80e+01 3.93e+00  6.73e+01 *1.30e-01  4.01e+00 4.75e+01 1.15e+02  5.87e-01 7.03e-02      3s
  31  -6.72656551e+01  2.67130025e-01  2.85e+01 3.90e+00  6.68e+01  9.47e+01  3.75e+00 4.38e+01 9.47e+01  2.30e-01 8.11e-03      3s
  32  -6.91926926e+01  2.67130025e-01  2.90e+01 3.87e+00  6.63e+01  9.91e+01  3.80e+00 4.59e+01 9.91e+01  2.24e-01 7.58e-03      3s
  33  -7.10898504e+01  2.67130025e-01  2.95e+01 3.84e+00  6.59e+01  1.04e+02  3.85e+00 4.81e+01 1.04e+02  2.18e-01 7.12e-03      3s
  34  -7.29588371e+01  2.67130025e-01  3.01e+01 3.81e+00  6.55e+01  1.08e+02  3.90e+00 5.03e+01 1.08e+02  2.13e-01 6.71e-03      4s
  35  -7.48013083e+01  2.67130025e-01  3.06e+01 3.79e+00  6.51e+01  1.13e+02  3.95e+00 5.25e+01 1.13e+02  2.07e-01 6.33e-03      4s
  36  -7.00805210e+01  3.15975351e-01  2.86e+01 3.54e+00  6.12e+01 *8.44e-02  4.01e+00 5.48e+01 1.18e+02  5.69e-01 6.50e-02      4s
  37  -7.21154571e+01  3.15975351e-01  2.92e+01 3.51e+00  6.08e+01  9.86e+01  3.79e+00 5.11e+01 9.86e+01  2.30e-01 8.12e-03      4s
  38  -7.41141485e+01  3.15975351e-01  2.97e+01 3.49e+00  6.03e+01  1.03e+02  3.84e+00 5.36e+01 1.03e+02  2.23e-01 7.60e-03      4s
  39  -7.60803472e+01  3.15975351e-01  3.03e+01 3.46e+00  5.99e+01  1.08e+02  3.88e+00 5.61e+01 1.08e+02  2.17e-01 7.14e-03      4s
  40  -7.80176966e+01  3.15975351e-01  3.08e+01 3.44e+00  5.96e+01  1.13e+02  3.93e+00 5.87e+01 1.13e+02  2.12e-01 6.72e-03      4s
  41  -7.99259274e+01  3.15975351e-01  3.14e+01 3.42e+00  5.92e+01  1.18e+02  3.97e+00 6.13e+01 1.18e+02  2.06e-01 6.33e-03      4s
  42  -7.53446195e+01  3.56131999e-01  2.95e+01 3.21e+00  5.59e+01 *2.36e-01  4.02e+00 6.39e+01 1.23e+02  5.52e-01 6.07e-02      4s
  43  -7.74597845e+01  3.56131999e-01  3.01e+01 3.18e+00  5.55e+01  1.04e+02  3.85e+00 6.01e+01 1.04e+02  2.28e-01 8.04e-03      5s
  44  -7.95356728e+01  3.56131999e-01  3.07e+01 3.16e+00  5.51e+01  1.09e+02  3.89e+00 6.31e+01 1.09e+02  2.21e-01 7.52e-03      5s
  45  -8.15781397e+01  3.56131999e-01  3.12e+01 3.14e+00  5.48e+01  1.14e+02  3.92e+00 6.60e+01 1.14e+02  2.15e-01 7.06e-03      5s
  46  -8.35888599e+01  3.56131999e-01  3.18e+01 3.12e+00  5.44e+01  1.19e+02  3.96e+00 6.90e+01 1.19e+02  2.10e-01 6.64e-03      5s
  47  -7.92944641e+01  3.89844715e-01  3.01e+01 2.95e+00  5.17e+01 *6.73e-02  4.01e+00 7.21e+01 1.24e+02  5.32e-01 5.50e-02      5s
  48  -8.15273623e+01  3.89844715e-01  3.07e+01 2.92e+00  5.13e+01  1.07e+02  3.89e+00 6.86e+01 1.07e+02  2.29e-01 8.30e-03      5s
  49  -8.37178523e+01  3.89844715e-01  3.14e+01 2.90e+00  5.09e+01  1.12e+02  3.93e+00 7.20e+01 1.12e+02  2.23e-01 7.75e-03      5s
  50  -8.58698377e+01  3.89844715e-01  3.20e+01 2.88e+00  5.06e+01  1.18e+02  3.96e+00 7.55e+01 1.18e+02  2.17e-01 7.26e-03      5s
  51  -8.79892491e+01  3.89844715e-01  3.26e+01 2.86e+00  5.03e+01  1.23e+02  3.99e+00 7.90e+01 1.23e+02  2.11e-01 6.82e-03      5s
  52  -8.39003813e+01  4.17027163e-01  3.09e+01 2.71e+00  4.79e+01 *3.12e-01  4.03e+00 8.25e+01 1.28e+02  5.15e-01 5.10e-02      5s
  53  -8.62673017e+01  4.17027163e-01  3.16e+01 2.69e+00  4.76e+01  1.12e+02  3.96e+00 7.93e+01 1.12e+02  2.29e-01 8.45e-03      5s
  54  -8.85837172e+01  4.17027163e-01  3.23e+01 2.67e+00  4.72e+01  1.18e+02  3.99e+00 8.33e+01 1.18e+02  2.23e-01 7.86e-03      5s
  55  -8.48953229e+01  4.40434422e-01  3.08e+01 2.55e+00  4.52e+01 *1.64e-01  4.01e+00 8.74e+01 1.24e+02  4.95e-01 4.59e-02      6s
  56  -8.16372194e+01  4.61901517e-01  2.95e+01 2.44e+00  4.35e+01 *1.86e-01  4.02e+00 8.49e+01 1.10e+02  4.82e-01 4.23e-02      6s
  57  -7.86458530e+01  4.81020354e-01  2.83e+01 2.34e+00  4.18e+01 *1.05e+00  4.09e+00 8.33e+01 9.92e+01  4.80e-01 4.15e-02      6s
  58  -7.58153670e+01  4.97942631e-01  2.71e+01 2.24e+00  4.02e+01 *2.36e+00  4.21e+00 8.22e+01 9.01e+01  4.86e-01 4.27e-02      6s
  59  -7.31328247e+01  5.13719010e-01  2.59e+01 2.14e+00  3.86e+01 *3.19e+00  4.35e+00 8.15e+01 8.20e+01  4.90e-01 4.34e-02      6s
  60  -7.06208628e+01  5.30316918e-01  2.48e+01 2.05e+00  3.72e+01 *2.64e+00  4.51e+00 8.11e+01 7.48e+01  4.81e-01 4.10e-02      6s
  61  -6.82770461e+01  5.48758282e-01  2.39e+01 1.98e+00  3.60e+01 *8.38e-01  4.70e+00 8.07e+01 6.88e+01  4.61e-01 3.66e-02      6s
  62  -6.60144716e+01  5.68279005e-01  2.31e+01 1.91e+00  3.48e+01 *3.10e-01  4.90e+00 8.04e+01 6.40e+01  4.52e-01 3.46e-02      6s
  63  -6.37179088e+01  5.87170092e-01  2.22e+01 1.84e+00  3.36e+01 *9.70e-01  5.12e+00 7.99e+01 5.99e+01  4.70e-01 3.80e-02      7s
  64  -6.13408991e+01  6.05093828e-01  2.13e+01 1.76e+00  3.23e+01 *2.66e+00  5.33e+00 7.94e+01 5.57e+01  4.98e-01 4.40e-02      7s
  65  -5.89330841e+01  6.24058645e-01  2.03e+01 1.68e+00  3.09e+01 *2.51e+00  5.53e+00 7.88e+01 5.14e+01  5.05e-01 4.57e-02      7s
  66  -5.65202797e+01  6.45643941e-01  1.94e+01 1.60e+00  2.97e+01 *9.44e-01  5.73e+00 7.79e+01 4.73e+01  4.97e-01 4.37e-02      7s
  67  -5.40561601e+01  6.69484937e-01  1.86e+01 1.53e+00  2.85e+01 *1.13e-01  5.94e+00 7.68e+01 4.37e+01  4.96e-01 4.38e-02      7s
  68  -5.14452647e+01  6.93722649e-01  1.76e+01 1.45e+00  2.72e+01 *9.94e-01  6.15e+00 7.54e+01 4.04e+01  5.27e-01 5.10e-02      7s
  69  -4.86264327e+01  7.17821779e-01  1.65e+01 1.36e+00  2.57e+01 *2.39e+00  6.35e+00 7.36e+01 3.68e+01  5.71e-01 6.26e-02      8s
  70  -4.56057288e+01  7.43956129e-01  1.54e+01 1.27e+00  2.40e+01 *2.42e+00  6.51e+00 7.15e+01 3.28e+01  5.97e-01 7.10e-02      8s
  71  -4.23819130e+01  7.74327239e-01  1.42e+01 1.17e+00  2.24e+01 *1.59e+00  6.65e+00 6.88e+01 2.88e+01  6.11e-01 7.62e-02      8s
  72  -3.89229001e+01  8.10707004e-01  1.30e+01 1.07e+00  2.07e+01 *4.66e-01  6.81e+00 6.56e+01 2.49e+01  6.21e-01 8.13e-02      8s
  73  -5.64888979e+01  8.10707004e-01  1.68e+01 5.82e-01  1.01e+01  2.14e+01  7.00e+00 6.17e+01 2.14e+01  5.71e-01 4.58e-01      8s
  74  -3.41484920e+01  8.96620384e-01  9.45e+00 3.09e-01  5.67e+00 *2.42e+00  1.27e+01 3.80e+02 8.66e+01  7.02e-01 4.68e-01      8s
  75  -2.01406318e+01  9.60968544e-01  5.69e+00 1.87e-01  3.56e+00 *9.84e-03  1.19e+01 2.44e+02 2.81e+01  8.78e-01 3.97e-01      9s
  76  -6.21860261e+00  1.06301965e+00  1.95e+00 6.38e-02  1.26e+00 *7.14e-03  1.40e+01 1.45e+02 1.02e+01  7.84e-01 6.58e-01      9s
  77  -5.99324487e+00  1.08115708e+00  1.89e+00 6.18e-02  1.23e+00 *1.91e-03  3.67e+01 5.39e+01 1.08e+00  3.69e-01 3.14e-02      9s
  78  -5.85824187e+00  1.09386559e+00  1.85e+00 6.06e-02  1.21e+00  1.94e-03  4.12e+01 5.27e+01 1.04e+00  3.50e-01 1.94e-02     10s
  79  -5.73637216e+00  1.10656129e+00  1.82e+00 5.95e-02  1.19e+00  2.78e-03  4.45e+01 5.19e+01 1.02e+00  3.38e-01 1.78e-02     11s
  80  -5.62567965e+00  1.11927257e+00  1.79e+00 5.85e-02  1.17e+00  1.09e-04  4.79e+01 5.13e+01 1.01e+00  3.27e-01 1.65e-02     11s
  81  -5.52452189e+00  1.13201482e+00  1.76e+00 5.76e-02  1.15e+00  6.89e-04  5.14e+01 5.08e+01 9.98e-01  3.16e-01 1.53e-02     12s
  82  -5.43174487e+00  1.14478074e+00  1.74e+00 5.68e-02  1.14e+00  6.62e-04  5.51e+01 5.03e+01 9.89e-01  3.07e-01 1.42e-02     13s
  83  -5.34621984e+00  1.15758981e+00  1.71e+00 5.60e-02  1.12e+00  1.25e-03  5.89e+01 4.98e+01 9.82e-01  2.98e-01 1.33e-02     13s
  84  -5.26746305e+00  1.17046338e+00  1.69e+00 5.53e-02  1.11e+00  2.71e-02  6.29e+01 4.94e+01 9.76e-01  2.90e-01 1.25e-02     14s
  85  -5.19401638e+00  1.18336003e+00  1.67e+00 5.47e-02  1.10e+00  2.93e-05  6.70e+01 4.90e+01 9.72e-01  2.81e-01 1.17e-02     15s
  86  -5.12566151e+00  1.19630248e+00  1.65e+00 5.41e-02  1.09e+00  1.09e-03  7.12e+01 4.87e+01 9.69e-01  2.74e-01 1.10e-02     16s
  87  -5.06188405e+00  1.20928893e+00  1.64e+00 5.35e-02  1.08e+00  2.71e-03  7.56e+01 4.84e+01 9.66e-01  2.67e-01 1.04e-02     17s
  88  -5.00204611e+00  1.22234537e+00  1.62e+00 5.30e-02  1.07e+00  1.82e-04  8.00e+01 4.81e+01 9.64e-01  2.60e-01 9.83e-03     18s
  89  -4.94589671e+00  1.23545850e+00  1.60e+00 5.25e-02  1.06e+00  2.97e-03  8.47e+01 4.78e+01 9.63e-01  2.54e-01 9.31e-03     19s
  90  -4.89308225e+00  1.24862908e+00  1.59e+00 5.20e-02  1.05e+00  5.68e-03  8.94e+01 4.76e+01 9.62e-01  2.48e-01 8.84e-03     20s
  91  -4.84321203e+00  1.26187274e+00  1.58e+00 5.16e-02  1.04e+00  5.96e-03  9.43e+01 4.73e+01 9.62e-01  2.43e-01 8.41e-03     21s
  92  -4.79599869e+00  1.27520470e+00  1.56e+00 5.12e-02  1.03e+00  8.72e-03  9.94e+01 4.71e+01 9.62e-01  2.38e-01 8.03e-03     23s
  93  -4.75127973e+00  1.28861419e+00  1.55e+00 5.08e-02  1.03e+00  1.43e-02  1.05e+02 4.69e+01 9.62e-01  2.33e-01 7.67e-03     24s
  94  -4.70885332e+00  1.30205863e+00  1.54e+00 5.04e-02  1.02e+00  4.42e-03  1.10e+02 4.67e+01 9.62e-01  2.28e-01 7.29e-03     25s
  95  -4.66838853e+00  1.31566151e+00  1.53e+00 5.01e-02  1.01e+00  2.41e-02  1.15e+02 4.66e+01 9.63e-01  2.24e-01 7.06e-03     26s
  96  -4.62983312e+00  1.32932232e+00  1.52e+00 4.97e-02  1.01e+00  1.72e-02  1.21e+02 4.64e+01 9.64e-01  2.19e-01 6.74e-03     27s
  97  -4.58091964e+00  1.34879784e+00  1.51e+00 4.90e-02  9.95e-01  5.66e-01  1.27e+02 4.63e+01 9.64e-01  3.02e-01 1.38e-02     28s
  98  -4.54662425e+00  1.36254027e+00  1.50e+00 4.87e-02  9.89e-01  1.87e-05  1.36e+02 4.63e+01 9.65e-01  2.08e-01 6.01e-03     30s
  99  -4.51372684e+00  1.37637507e+00  1.49e+00 4.85e-02  9.84e-01  1.24e-06  1.42e+02 4.62e+01 9.66e-01  2.04e-01 5.78e-03     32s
 100  -4.48215067e+00  1.39029518e+00  1.48e+00 4.82e-02  9.79e-01  8.45e-04  1.48e+02 4.60e+01 9.68e-01  2.01e-01 5.57e-03     34s
 101  -4.45177022e+00  1.40432084e+00  1.47e+00 4.79e-02  9.74e-01  3.51e-03  1.54e+02 4.59e+01 9.69e-01  1.98e-01 5.39e-03     36s
 102  -4.42248578e+00  1.41844963e+00  1.47e+00 4.77e-02  9.69e-01  1.25e-03  1.61e+02 4.58e+01 9.70e-01  1.94e-01 5.20e-03     38s
 103  -4.39426468e+00  1.43267316e+00  1.46e+00 4.74e-02  9.65e-01  3.32e-03  1.67e+02 4.57e+01 9.71e-01  1.91e-01 5.03e-03     41s
 104  -4.36704354e+00  1.44697506e+00  1.45e+00 4.72e-02  9.61e-01  9.77e-05  1.74e+02 4.56e+01 9.73e-01  1.88e-01 4.86e-03     43s
 105  -4.34067922e+00  1.46141627e+00  1.44e+00 4.70e-02  9.57e-01  4.16e-03  1.81e+02 4.55e+01 9.74e-01  1.86e-01 4.72e-03     45s
 106  -4.31512046e+00  1.47599413e+00  1.44e+00 4.68e-02  9.53e-01  6.82e-03  1.88e+02 4.54e+01 9.75e-01  1.83e-01 4.60e-03     47s
 107  -4.29036922e+00  1.49067659e+00  1.43e+00 4.66e-02  9.49e-01  8.15e-03  1.95e+02 4.53e+01 9.76e-01  1.81e-01 4.46e-03     49s
 108  -4.26634954e+00  1.50547522e+00  1.43e+00 4.64e-02  9.45e-01  7.47e-03  2.02e+02 4.52e+01 9.78e-01  1.78e-01 4.33e-03     51s
 109  -4.24304209e+00  1.52036042e+00  1.42e+00 4.62e-02  9.41e-01  1.04e-03  2.09e+02 4.52e+01 9.79e-01  1.75e-01 4.19e-03     53s
 110  -4.22034155e+00  1.53540690e+00  1.41e+00 4.60e-02  9.38e-01  7.84e-03  2.16e+02 4.51e+01 9.81e-01  1.74e-01 4.10e-03     55s
 111  -4.19817064e+00  1.55065500e+00  1.41e+00 4.58e-02  9.34e-01  1.82e-02  2.24e+02 4.50e+01 9.82e-01  1.72e-01 4.04e-03     58s
 112  -4.17653531e+00  1.56607560e+00  1.40e+00 4.56e-02  9.31e-01  2.57e-02  2.31e+02 4.49e+01 9.83e-01  1.71e-01 3.96e-03     60s
 113  -4.15555586e+00  1.58147749e+00  1.40e+00 4.54e-02  9.28e-01  9.78e-04  2.39e+02 4.49e+01 9.85e-01  1.67e-01 3.78e-03     62s
 114  -4.13456137e+00  1.59760644e+00  1.39e+00 4.53e-02  9.24e-01  8.12e-02  2.47e+02 4.48e+01 9.86e-01  1.71e-01 4.00e-03     64s
 115  -3.10781254e+00  1.59760644e+00  9.32e-01 1.97e-02  4.66e-01  9.87e-01  2.55e+02 4.48e+01 9.87e-01  1.00e+00 5.65e-01     65s
 116  -3.07569625e+00  1.65294949e+00  9.25e-01 1.95e-02  4.62e-01  1.09e-02  4.11e+02 4.10e+01 1.46e+00  9.77e-02 7.43e-03     70s
 117  -3.05280956e+00  1.69672239e+00  9.20e-01 1.94e-02  4.60e-01  1.43e-03  4.61e+02 4.10e+01 1.46e+00  9.28e-02 5.20e-03     75s
 118  -3.05279951e+00  1.69674397e+00  9.20e-01 1.94e-02  4.60e-01  1.98e-01  5.01e+02 4.10e+01 1.46e+00  1.09e-01 2.91e-06     80s

The solution quality is limited by the precision of the linear system solver.

The algorithm stopped after 119 iterations in 79.77 seconds.

Primal variables:   [+0.048 +0.111 +1.807 +0.065]
Dual slacks:        [+1.424 +0.574 +0.052 +3.595]
Dual variables:     [-0.779 -5.595]

Primal objective:   -3.05279951e+00
Dual objective:     1.69674397e+00 

Primal residual:    9.20e-01
Dual residual:      1.94e-02
Complementraty:     4.60e-01

Number of Iter:     119
Run time:           79.77
