
--------------- Linear optimization problem characteristics ---------------
Seed:                    29
Number of variables:     4
Number of constraints:   2

Norm of primal sol:      3.38e+00
Norm of dual sol:        1.00e+01
Norm of dual slacks:     5.00e+00

Norm of vector b:        2.00e+00
Norm of vector c:        1.05e+01

Norm of matrix A:        1.00e+00
Condition number:        8.00e+00

----------------------- Linear optimization problem -----------------------
Coeff matrix A:          [[+0.541 +0.278 +0.545 -0.577]
                          [-0.094 -0.043 -0.012 -0.074]]

RHS vector b:            [+1.974 -0.319]
Obj vector c:            [-4.656 -0.613 -4.140 +8.486]

---------------------------- Optimal solution -----------------------------
Primal variables:         [+3.363 +0.000 +0.285 +0.000]
Dual slacks:              [+0.000 +1.749 +0.000 +4.684]
Dual variables:           [-7.453 +6.667]

Optimal objective:       -1.68407132e+01
===========================================================================

Method:                  II-QIPM
LO_Precision:            1.00e-02
Stop_Precision:          1.00e-03
LO_Verbosity:            2
Omega:                   1.00e+02

The Quantum Inexact Infeasible Interior-Point Method starts running ...


                  Objective                Residual                                Linear system           Step-length
Iter      Primal           Dual         Primal    Dual     Compl    ||Resl||  Cond-Num  ||M||   ||RHS||    a-star   a-hat      Time
  10   4.73216350e+01 -3.54257228e+01  2.00e+01 3.28e+00  8.30e+02 *1.05e-02  1.37e+02 9.17e+00 3.15e+01  8.19e-01 2.09e-01     16s
  11   3.54809271e+01 -3.95454789e+01  1.42e+01 2.32e+00  6.11e+02 *1.53e-02  1.46e+02 7.61e+00 2.08e+01  8.84e-01 2.91e-01     17s
  12   1.79561354e+01 -4.44726635e+01  7.40e+00 1.21e+00  3.44e+02 *8.36e-03  1.55e+02 5.73e+00 1.12e+01  9.78e-01 4.80e-01     19s
  13  -5.59145769e+00 -4.82927599e+01  7.81e-04 2.55e-15  4.28e+01 *7.81e-04  1.68e+02 3.35e+00 2.96e+00  1.00e+00 1.00e+00     21s
  14  -7.02276687e+00 -2.70583634e+01  2.00e-02 1.40e-15  1.95e+01  3.19e-02  2.35e+02 5.66e-01 1.73e+00  9.35e-01 6.35e-01     22s
  15  -7.22469101e+00 -2.57496824e+01  1.92e-02 2.00e-15  1.81e+01  1.01e-02  2.14e+02 1.04e+00 1.72e+00  6.14e-01 8.04e-02     24s
  16  -7.39573594e+00 -2.47792392e+01  1.80e-02 2.85e-15  1.71e+01  2.51e-04  2.02e+02 1.09e+00 1.72e+00  5.81e-01 6.51e-02     26s
  17  -7.59525058e+00 -2.39213581e+01  1.71e-02 2.13e-15  1.61e+01  4.53e-03  1.91e+02 1.13e+00 1.72e+00  5.83e-01 6.49e-02     28s
  18  -7.80327030e+00 -2.31800750e+01  1.62e-02 1.49e-15  1.52e+01  2.39e-03  1.81e+02 1.17e+00 1.72e+00  5.74e-01 6.21e-02     29s
  19  -8.02897467e+00 -2.25235476e+01  1.54e-02 9.93e-16  1.43e+01  2.96e-03  1.72e+02 1.21e+00 1.71e+00  5.73e-01 6.16e-02     31s
  20  -8.27121553e+00 -2.19386992e+01  1.46e-02 1.49e-15  1.35e+01  2.77e-03  1.62e+02 1.24e+00 1.71e+00  5.73e-01 6.15e-02     33s
  21  -8.52372216e+00 -2.14197728e+01  1.37e-02 1.40e-15  1.28e+01  1.19e-04  1.54e+02 1.28e+00 1.71e+00  5.71e-01 6.09e-02     35s
  22  -8.79759573e+00 -2.09476805e+01  1.29e-02 2.24e-15  1.21e+01  1.81e-04  1.46e+02 1.33e+00 1.71e+00  5.76e-01 6.26e-02     36s
  23  -9.09475975e+00 -2.05161014e+01  1.20e-02 1.34e-15  1.14e+01  1.79e-04  1.39e+02 1.37e+00 1.70e+00  5.85e-01 6.51e-02     38s
  24  -9.41897824e+00 -2.01183970e+01  1.12e-02 1.62e-15  1.07e+01  2.53e-04  1.33e+02 1.42e+00 1.70e+00  5.97e-01 6.89e-02     40s
  25  -9.77888635e+00 -1.97472323e+01  1.05e-02 1.44e-15  9.94e+00  1.43e-03  1.28e+02 1.49e+00 1.70e+00  6.14e-01 7.47e-02     41s
  26  -1.08714976e+01 -1.91047639e+01  2.28e-02 1.69e-15  8.19e+00  7.29e-02  1.25e+02 1.57e+00 1.69e+00  8.39e-01 1.97e-01     42s
  27  -1.12603767e+01 -1.88263971e+01  2.09e-02 1.49e-15  7.54e+00  8.01e-04  1.30e+02 1.79e+00 1.69e+00  6.44e-01 8.76e-02     44s
  28  -1.16960708e+01 -1.85621348e+01  1.88e-02 1.69e-15  6.86e+00  1.73e-04  1.34e+02 1.94e+00 1.69e+00  6.74e-01 1.00e-01     46s
  29  -1.21942829e+01 -1.83080891e+01  1.66e-02 1.55e-15  6.12e+00  5.72e-04  1.43e+02 2.16e+00 1.68e+00  7.11e-01 1.20e-01     47s
  30  -1.27675154e+01 -1.80632402e+01  1.43e-02 1.20e-15  5.31e+00  7.83e-04  1.61e+02 2.49e+00 1.67e+00  7.56e-01 1.47e-01     49s
  31  -1.34273916e+01 -1.78275305e+01  1.17e-02 9.74e-16  4.42e+00  1.84e-04  1.96e+02 2.99e+00 1.67e+00  8.07e-01 1.86e-01     51s
  32  -1.41999809e+01 -1.75979440e+01  8.73e-03 1.02e-15  3.41e+00  2.80e-05  2.66e+02 3.84e+00 1.66e+00  8.70e-01 2.52e-01     55s
  33  -1.51203948e+01 -1.73695217e+01  5.50e-03 3.17e-16  2.26e+00  1.23e-04  4.29e+02 5.45e+00 1.65e+00  9.49e-01 3.75e-01     58s
  34  -1.62037291e+01 -1.71344426e+01  1.59e-03 1.52e-15  9.33e-01  4.78e-04  9.47e+02 9.34e+00 1.64e+00  9.97e-01 6.53e-01     67s
  35  -1.67459362e+01 -1.69773287e+01  2.48e-04 1.93e-15  2.31e-01  8.14e-06  4.49e+03 2.66e+01 1.63e+00  9.19e-01 8.40e-01    315s
